State,StateAbbr,Year,Client,Amount,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Louisiana,LA,1988,"Louisiana Motor Transport Association, Inc. ",29999.733333333334,JON WILLIAM LUTHER,SUSAN  MATTHIAS,SEAN CHAD TURNER,JENNIFER  GUTTIREZ,SUNNY  KING,GINA  ROGERS,MICHAEL P ANDREWS,RONALD  DOUGHTY
Louisiana,LA,1988,"Louisiana District Attorneys Association
",3977.2613636363635,CHRISTOPHER  FINK
