State,StateAbbr,Year,Client,Amount,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Nebraska,NE,2017,Nebraska AirBoat Association,0.0,"Keigher & Associates, LLC"
Nebraska,NE,2017,Southern Public Power District,0.0,Nowka & Edwards
