State,StateAbbr,Year,Client,Lobbyist1,Lobbyist2,Lobbyist3,Lobbyist4,Lobbyist5,Lobbyist6,Lobbyist7,Lobbyist8,Lobbyist9,Lobbyist10,Lobbyist11,Lobbyist12
Wyoming,WY,1998,WEA,Donald R. Amend,Judy E. Banister,Tom Parnell
Wyoming,WY,1998,"TCT West, Inc.",Bruce S. Asay
Wyoming,WY,1998,Wyoming Trucking Association,Sheila D. Foertsch
Wyoming,WY,1998,"Wyoming Trucking Assoc., Inc.",Donald Brent Taylor
Wyoming,WY,1998,"Assoc. Communications, Inc.",Justin T. Jones
Wyoming,WY,1998,"Dakota, Minnesota &",Elisabeth M. Hollmann
Wyoming,WY,1998,Fremont Co. School Dist. #24,"Henry ""Hank"" M. Byrd",Tim Isabell
Wyoming,WY,1998,Fremont Co. School Dist. #1,Patrick S. Martin
Wyoming,WY,1998,Republican Women's Club,Viola M. Ose
Wyoming,WY,1998,Basin Electric Power Cooperative,George A. Bartholomew
Wyoming,WY,1998,"CommNet Cellular, Inc.",Herbert A. Hampton,Arnold C. Pohs,Joy L. Robertson
Wyoming,WY,1998,Brotherhood of Locomotive,Edward W. Le Chot 653 Vista Lane,Robert E. Mayhew
Wyoming,WY,1998,Teton Co. School Dist. #1,Peter L. Carparelli,John Resor,Vern R. Tromble
Wyoming,WY,1998,Minnesota Mining &,Richard Skinner
Wyoming,WY,1998,WY Assoc. of Mental Health,David H. Birney,K. Majerus
Wyoming,WY,1998,Wyoming School Nurse Assoc.,Sally Jo Prigge,Rozella P. Rice
Wyoming,WY,1998,Cheyenne Housing Authority,William A. Greer
Wyoming,WY,1998,Sublette Co. School Dist. #9,Bryce R. Reece,B. Weldon Shelley
Wyoming,WY,1998,PacifiCorp,Robert M. Tarantola
Wyoming,WY,1998,Wyoming Independent Producers,John Butcher
Wyoming,WY,1998,WIDC/Frontier CDC,Tom Zimmerman
Wyoming,WY,1998,E & J Gallo Winery,Jeffrey S. Carrier,Dawne M. Davis
Wyoming,WY,1998,Illinois Power Company,Tom Jones
Wyoming,WY,1998,Wyoming NARAL,Roger A. Bredehoft
Wyoming,WY,1998,Wyoming Girl Scout Council,Joseph B. Bluemel
Wyoming,WY,1998,Jackson Hole Ski Corp.,Jerry M. Blann,Paula Fleck,Mark S. Kitchen
Wyoming,WY,1998,Safeway,Guy Nirenberg
Wyoming,WY,1998,Kennedy Oil Co.,Karen D. Kennedy
Wyoming,WY,1998,AT&T Law & Government Affairs,Gregory F. Allen
Wyoming,WY,1998,"Wyoming Chapter, Sierra Club",Justin T. Jones
Wyoming,WY,1998,American  Automobiles,Cathy J. Norris
Wyoming,WY,1998,Health Insurance Assoc.,Lynn Birleffi
Wyoming,WY,1998,Coastal States Management Corp.,Nancy L. Vandenberg
Wyoming,WY,1998,Uinta Co. School District #4,Jack M. Cozort
Wyoming,WY,1998,"K N Energy, Inc.",Roger C. Fransen,Paul J. Hickey,John A. Steil
Wyoming,WY,1998,Fremont County School Dist. #14,Lonny D. Hoffman
Wyoming,WY,1998,Quality Health Care Foundation of,Martin Lenss
Wyoming,WY,1998,AFL-CIO,Charles R. Bates,Jim C. Gear
Wyoming,WY,1998,Brown and Williamson,David H. Remes
Wyoming,WY,1998,Wyoming County Commissioners,Tami L. Erb
Wyoming,WY,1998,"Coastal Chem, Inc.",Wendell G. Stewart
Wyoming,WY,1998,Wyoming Mining Assoc.,Marion E. Loomis,Wyoming Mining Association
Wyoming,WY,1998,Sublette County Commissioners,Roger C. Fransen
Wyoming,WY,1998,Montana Dakota Utilities Co.,Bruce S. Asay
Wyoming,WY,1998,Wyoming State Liquor Assoc.,Michael A. Moser
Wyoming,WY,1998,Gage & Moxley,Robert T. Moxley
Wyoming,WY,1998,Manx Oil Corporation,"Francis ""Les"" L. Bowron"
Wyoming,WY,1998,Community Correction Services,Kelly F. Mader
Wyoming,WY,1998,Farmers Group Inc.,Michael G. Mores,Todd W. Schildmeier
Wyoming,WY,1998,Conoco Inc. - E.I. DuPont,Paul B. Gould
Wyoming,WY,1998,Tri-State Generation,John P. Marton
Wyoming,WY,1998,Wyoming Stock Growers Assoc.,Chuck W. Custis,Philip Ellis,Cindy R. Garretson-Weibel,Carol Hamilton,Robert L. Hendry,James H. Magagna,Nels J. Smith
Wyoming,WY,1998,Uinta County School Dist. #6,Tony P. Gillies
Wyoming,WY,1998,Wyoming Professional,"Junius Elmore, Jr."
Wyoming,WY,1998,Weston Co. School Dist. #1,Thomas H. Clayson,Judith A. Lorenz,Richard Rideout,Casey T. Wood
Wyoming,WY,1998,"Range Telephone Cooperative, Inc.",Bruce S. Asay
Wyoming,WY,1998,ACLU,Rudy P. Munoz,Heather M. Rath
Wyoming,WY,1998,Prevent Child Abuse Wyoming,Dr. Valerie Bell,Gary E. Crum,Rose M. Kor,Jean Phelan,Carol Speight
Wyoming,WY,1998,Parke-Davis/Warner Lambert,Linda C. Pryor
Wyoming,WY,1998,Wyoming Press Assoc.,James L. Angell
Wyoming,WY,1998,Union Pacific Resources,Edward N. Gladish
Wyoming,WY,1998,Russell L. Donley & Assoc.,Tammy S. Romero
Wyoming,WY,1998,American Civil Liberties Union,Marvin J. Johnson
Wyoming,WY,1998,Wyoming Hospital Association,Stephanie A. Kessler,Daniel J. Perdue
Wyoming,WY,1998,Hot Springs Co. School Dist. #1,Lyle J. Brownlee
Wyoming,WY,1998,Wildlife Initiative and Legal,Robert M. Hoskins
Wyoming,WY,1998,Wyoming Fire Chiefs Assoc.,Robert M. Hoskins,"Larry L. ""Cap"" Lee",Byron A. Stahla,Kenneth B. Sutton
Wyoming,WY,1998,American Assoc. of Retired Persons,Naomi L. Allen
Wyoming,WY,1998,Northwest College,Mark S. Kitchen
Wyoming,WY,1998,"Youth Crisis Center, Inc.",Dick Dresang,Toni M. Johnson
Wyoming,WY,1998,American Assoc. of,Malcolm L. Cook
Wyoming,WY,1998,National Electrical Contractors,Bill J. Birkett,John C. Bishop
Wyoming,WY,1998,Cheyenne Board of Adjustments,Sami L. Falzone
Wyoming,WY,1998,Fremont Co. School Dist. #2,Paul D. Peterson,Tracie A. Peterson
Wyoming,WY,1998,Wyoming  Petroleum Marketers,Roy Turner
Wyoming,WY,1998,Mountain Long Distance,Laurel S. McCoul
Wyoming,WY,1998,Weston County Farm Bureau,Jean S. Harshbarger
Wyoming,WY,1998,WAOA,Dan E. Mann
Wyoming,WY,1998,Sheridan Co. School Dist. #3,Bill B. Raduenz
